Country,Date,Attack_Type,Attack_Count,Avg_Severity
RUS,2024-07-11,DDoS,107,1.0766219422050116
RUS,2024-07-11,Malware,107,4.307434243891013
RUS,2024-07-11,Intrusion,107,3.0989425506457287
RUS,2024-07-12,DDoS,103,1.9377024000460588
RUS,2024-07-12,Malware,103,2.380334982052935
RUS,2024-07-12,Intrusion,103,1.1204154888452758
RUS,2024-07-13,DDoS,169,3.6714716268032537
RUS,2024-07-13,Malware,169,4.732820351037224
RUS,2024-07-13,Intrusion,169,2.0619856297162893
RUS,2024-07-14,DDoS,105,3.7139998731705512
RUS,2024-07-14,Malware,105,2.2701988010303538
RUS,2024-07-14,Intrusion,105,4.39243694006252
RUS,2024-07-15,DDoS,219,4.539420470784018
RUS,2024-07-15,Malware,219,3.95626790375749
RUS,2024-07-15,Intrusion,219,2.109858718899816
RUS,2024-07-16,DDoS,100,4.853441281784152
RUS,2024-07-16,Malware,100,1.0411379837427681
RUS,2024-07-16,Intrusion,100,3.864199892968578
RUS,2024-07-17,DDoS,105,3.49075816379919
RUS,2024-07-17,Malware,105,4.960435384347463
RUS,2024-07-17,Intrusion,105,2.247517743054901
RUS,2024-07-18,DDoS,106,1.3157576117862222
RUS,2024-07-18,Malware,106,2.77119254617495
RUS,2024-07-18,Intrusion,106,2.0441941049393924
RUS,2024-07-19,DDoS,99,4.33828716102251
RUS,2024-07-19,Malware,99,4.741938054109983
RUS,2024-07-19,Intrusion,99,1.7429322880207425
RUS,2024-07-20,DDoS,94,4.714522248461576
RUS,2024-07-20,Malware,94,1.2472338427568905
RUS,2024-07-20,Intrusion,94,1.369442112445514
RUS,2024-07-21,DDoS,105,3.380851336507499
RUS,2024-07-21,Malware,105,1.6018890840239899
RUS,2024-07-21,Intrusion,105,4.872305525802934
RUS,2024-07-22,DDoS,99,3.0060718414006655
RUS,2024-07-22,Malware,99,1.986634463221626
RUS,2024-07-22,Intrusion,99,2.883841009738934
RUS,2024-07-23,DDoS,96,4.004708547816171
RUS,2024-07-23,Malware,96,4.015472330839652
RUS,2024-07-23,Intrusion,96,3.3115644507763533
RUS,2024-07-24,DDoS,177,4.269631389224438
RUS,2024-07-24,Malware,177,4.028192458794502
RUS,2024-07-24,Intrusion,177,1.2224220867218425
RUS,2024-07-25,DDoS,100,1.8497891087818918
RUS,2024-07-25,Malware,100,3.654094375653809
RUS,2024-07-25,Intrusion,100,2.6447899555301833
RUS,2024-07-26,DDoS,104,4.538347552918455
RUS,2024-07-26,Malware,104,4.582251392527355
RUS,2024-07-26,Intrusion,104,4.636701056214343
RUS,2024-07-27,DDoS,104,3.764223250957047
RUS,2024-07-27,Malware,104,2.0865327250974786
RUS,2024-07-27,Intrusion,104,1.7624393322977991
RUS,2024-07-28,DDoS,96,2.368430483454376
RUS,2024-07-28,Malware,96,2.719830479119287
RUS,2024-07-28,Intrusion,96,4.323796684220273
RUS,2024-07-29,DDoS,103,3.9397033895795768
RUS,2024-07-29,Malware,103,3.1258196567572214
RUS,2024-07-29,Intrusion,103,2.15178137070397
RUS,2024-07-30,DDoS,99,2.1997682791080906
RUS,2024-07-30,Malware,99,3.384327820953224
RUS,2024-07-30,Intrusion,99,2.735375691420977
RUS,2024-07-31,DDoS,106,1.4663322982227869
RUS,2024-07-31,Malware,106,3.1867827282885206
RUS,2024-07-31,Intrusion,106,4.609652133144413
RUS,2024-08-01,DDoS,94,3.932000428890493
RUS,2024-08-01,Malware,94,3.634645419759068
RUS,2024-08-01,Intrusion,94,4.726219657237924
RUS,2024-08-02,DDoS,105,3.266421035621852
RUS,2024-08-02,Malware,105,3.6281219929364292
RUS,2024-08-02,Intrusion,105,4.5935458663361395
RUS,2024-08-03,DDoS,109,2.3071788234311095
RUS,2024-08-03,Malware,109,1.0432443345407854
RUS,2024-08-03,Intrusion,109,4.306204296765857
RUS,2024-08-04,DDoS,101,1.4178180724006055
RUS,2024-08-04,Malware,101,3.307429524530801
RUS,2024-08-04,Intrusion,101,2.8559267926675496
RUS,2024-08-05,DDoS,96,4.922272908242894
RUS,2024-08-05,Malware,96,1.8587835498534218
RUS,2024-08-05,Intrusion,96,1.2689367203622446
RUS,2024-08-06,DDoS,96,3.9554667085321307
RUS,2024-08-06,Malware,96,1.1297737841887479
RUS,2024-08-06,Intrusion,96,3.6348705549080886
RUS,2024-08-07,DDoS,100,1.4130600355001937
RUS,2024-08-07,Malware,100,1.6900955077854483
RUS,2024-08-07,Intrusion,100,3.271897189264322
RUS,2024-08-08,DDoS,95,4.753262914605264
RUS,2024-08-08,Malware,95,4.274960917936204
RUS,2024-08-08,Intrusion,95,4.934268826054652
RUS,2024-08-09,DDoS,107,4.878894531191908
RUS,2024-08-09,Malware,107,2.7249354791662315
RUS,2024-08-09,Intrusion,107,2.3900751812550185
RUS,2024-08-10,DDoS,95,1.2110610314384105
RUS,2024-08-10,Malware,95,3.7680450237866188
RUS,2024-08-10,Intrusion,95,2.8317159777361116
RUS,2024-08-11,DDoS,99,3.4558812253009306
RUS,2024-08-11,Malware,99,2.0114324730004447
RUS,2024-08-11,Intrusion,99,3.3105270173776904
RUS,2024-08-12,DDoS,99,4.294208906447276
RUS,2024-08-12,Malware,99,4.282784643067117
RUS,2024-08-12,Intrusion,99,2.9094015924896053
RUS,2024-08-13,DDoS,101,2.450239186236378
RUS,2024-08-13,Malware,101,4.2228581026728715
RUS,2024-08-13,Intrusion,101,2.312717931190448
RUS,2024-08-14,DDoS,98,1.3387533675012273
RUS,2024-08-14,Malware,98,2.8667724835376336
RUS,2024-08-14,Intrusion,98,2.9285283956793675
RUS,2024-08-15,DDoS,100,1.884954785784256
RUS,2024-08-15,Malware,100,2.5239650946735996
RUS,2024-08-15,Intrusion,100,4.233622955574764
RUS,2024-08-16,DDoS,103,2.538444303915073
RUS,2024-08-16,Malware,103,2.8364960931467236
RUS,2024-08-16,Intrusion,103,2.2131435633971317
RUS,2024-08-17,DDoS,182,1.4745750629663212
RUS,2024-08-17,Malware,182,4.73499769200588
RUS,2024-08-17,Intrusion,182,3.735465807341373
RUS,2024-08-18,DDoS,107,1.1306362431379835
RUS,2024-08-18,Malware,107,2.902384767288033
RUS,2024-08-18,Intrusion,107,2.630992420010929
RUS,2024-08-19,DDoS,111,3.6256384140026277
RUS,2024-08-19,Malware,111,4.884603629473143
RUS,2024-08-19,Intrusion,111,3.2487552442581005
RUS,2024-08-20,DDoS,111,1.2738018102640671
RUS,2024-08-20,Malware,111,2.670667983267979
RUS,2024-08-20,Intrusion,111,1.4654339406579835
RUS,2024-08-21,DDoS,100,4.753928632856619
RUS,2024-08-21,Malware,100,3.647110929886554
RUS,2024-08-21,Intrusion,100,1.3072121932576861
RUS,2024-08-22,DDoS,109,3.202653517763406
RUS,2024-08-22,Malware,109,2.612831024533009
RUS,2024-08-22,Intrusion,109,4.334576041900689
RUS,2024-08-23,DDoS,103,3.4473240804128857
RUS,2024-08-23,Malware,103,2.493831780530821
RUS,2024-08-23,Intrusion,103,2.0213454950529766
RUS,2024-08-24,DDoS,107,2.419590733946216
RUS,2024-08-24,Malware,107,2.652690068830878
RUS,2024-08-24,Intrusion,107,3.7032917004162944
RUS,2024-08-25,DDoS,106,1.2804325585650278
RUS,2024-08-25,Malware,106,2.581037261724631
RUS,2024-08-25,Intrusion,106,1.7271154688694477
RUS,2024-08-26,DDoS,108,4.309208598948984
RUS,2024-08-26,Malware,108,1.1676608668650301
RUS,2024-08-26,Intrusion,108,2.6767315036084853
RUS,2024-08-27,DDoS,110,4.5173208627138965
RUS,2024-08-27,Malware,110,3.2281620531001405
RUS,2024-08-27,Intrusion,110,1.925522545507392
RUS,2024-08-28,DDoS,102,3.9259454388124633
RUS,2024-08-28,Malware,102,4.8324720356777355
RUS,2024-08-28,Intrusion,102,1.8817840169816757
RUS,2024-08-29,DDoS,99,4.737216456669961
RUS,2024-08-29,Malware,99,4.6656821781282645
RUS,2024-08-29,Intrusion,99,3.5416574274476393
RUS,2024-08-30,DDoS,108,2.612842532735291
RUS,2024-08-30,Malware,108,4.009591529215152
RUS,2024-08-30,Intrusion,108,3.1251760734037277
RUS,2024-08-31,DDoS,105,2.713831615395182
RUS,2024-08-31,Malware,105,3.9259858561725562
RUS,2024-08-31,Intrusion,105,4.297886070418196
RUS,2024-09-01,DDoS,101,4.331718862296912
RUS,2024-09-01,Malware,101,3.161186127161229
RUS,2024-09-01,Intrusion,101,4.378663636360898
RUS,2024-09-02,DDoS,112,2.51616194153214
RUS,2024-09-02,Malware,112,4.66024293006889
RUS,2024-09-02,Intrusion,112,2.004677070193605
RUS,2024-09-03,DDoS,96,2.9360822900376164
RUS,2024-09-03,Malware,96,3.056381770205039
RUS,2024-09-03,Intrusion,96,2.233873125957936
RUS,2024-09-04,DDoS,104,2.3008447851048452
RUS,2024-09-04,Malware,104,1.1570776569666092
RUS,2024-09-04,Intrusion,104,2.087994421377424
RUS,2024-09-05,DDoS,98,4.913419148227426
RUS,2024-09-05,Malware,98,4.86298883927899
RUS,2024-09-05,Intrusion,98,2.58062118988922
RUS,2024-09-06,DDoS,99,2.3832243936417
RUS,2024-09-06,Malware,99,3.684372628343904
RUS,2024-09-06,Intrusion,99,4.221720172183916
RUS,2024-09-07,DDoS,163,2.600849103398688
RUS,2024-09-07,Malware,163,4.133191931824191
RUS,2024-09-07,Intrusion,163,2.063713802528475
RUS,2024-09-08,DDoS,236,1.1030783950574046
RUS,2024-09-08,Malware,236,3.414115226004484
RUS,2024-09-08,Intrusion,236,3.6380239266053085
RUS,2024-09-09,DDoS,109,1.481550315156356
RUS,2024-09-09,Malware,109,4.754119133892521
RUS,2024-09-09,Intrusion,109,1.7247331162003312
RUS,2024-09-10,DDoS,95,1.8907043164923398
RUS,2024-09-10,Malware,95,2.2288656680850836
RUS,2024-09-10,Intrusion,95,3.1858341669124974
RUS,2024-09-11,DDoS,106,1.6409024039060252
RUS,2024-09-11,Malware,106,1.6837456096833932
RUS,2024-09-11,Intrusion,106,2.6725791526511986
RUS,2024-09-12,DDoS,95,4.591858587391155
RUS,2024-09-12,Malware,95,1.3365106490375314
RUS,2024-09-12,Intrusion,95,2.5724156302376042
RUS,2024-09-13,DDoS,113,1.0663699225303915
RUS,2024-09-13,Malware,113,3.6468747305758265
RUS,2024-09-13,Intrusion,113,3.409797767866351
RUS,2024-09-14,DDoS,109,1.9352513323722564
RUS,2024-09-14,Malware,109,1.0948310145780735
RUS,2024-09-14,Intrusion,109,4.339788822777615
RUS,2024-09-15,DDoS,169,1.5418381471787632
RUS,2024-09-15,Malware,169,1.9259008550611925
RUS,2024-09-15,Intrusion,169,4.473638095787736
RUS,2024-09-16,DDoS,161,2.6785095312272413
RUS,2024-09-16,Malware,161,1.2024898890762965
RUS,2024-09-16,Intrusion,161,1.1575673347712776
RUS,2024-09-17,DDoS,110,2.571580435572716
RUS,2024-09-17,Malware,110,1.114609710310618
RUS,2024-09-17,Intrusion,110,3.333009569250227
RUS,2024-09-18,DDoS,109,4.149487832597092
RUS,2024-09-18,Malware,109,2.2257312908134863
RUS,2024-09-18,Intrusion,109,1.1610320120369284
RUS,2024-09-19,DDoS,112,2.5907376577322188
RUS,2024-09-19,Malware,112,4.8952016534285985
RUS,2024-09-19,Intrusion,112,3.1767946500148088
RUS,2024-09-20,DDoS,98,3.837755458535899
RUS,2024-09-20,Malware,98,2.0859680101708453
RUS,2024-09-20,Intrusion,98,4.61697316563026
RUS,2024-09-21,DDoS,109,3.199474251104821
RUS,2024-09-21,Malware,109,1.2022924152969154
RUS,2024-09-21,Intrusion,109,2.704484951808923
RUS,2024-09-22,DDoS,100,4.222595221453368
RUS,2024-09-22,Malware,100,1.897274235414105
RUS,2024-09-22,Intrusion,100,1.9043162840422507
RUS,2024-09-23,DDoS,98,4.721593680677302
RUS,2024-09-23,Malware,98,1.3814436850920142
RUS,2024-09-23,Intrusion,98,2.800234557704901
RUS,2024-09-24,DDoS,112,4.482753821829757
RUS,2024-09-24,Malware,112,1.334099658720075
RUS,2024-09-24,Intrusion,112,1.8445037702321496
RUS,2024-09-25,DDoS,109,1.2051753959248623
RUS,2024-09-25,Malware,109,2.970141522857157
RUS,2024-09-25,Intrusion,109,2.76842813871888
RUS,2024-09-26,DDoS,96,2.578289261275695
RUS,2024-09-26,Malware,96,3.1197623477209317
RUS,2024-09-26,Intrusion,96,1.6454694335535325
RUS,2024-09-27,DDoS,102,4.221729317199945
RUS,2024-09-27,Malware,102,4.040643719160636
RUS,2024-09-27,Intrusion,102,1.6155996187750947
RUS,2024-09-28,DDoS,107,2.0726974709796533
RUS,2024-09-28,Malware,107,2.444298905364149
RUS,2024-09-28,Intrusion,107,2.6338223256339304
RUS,2024-09-29,DDoS,113,1.2267217286633416
RUS,2024-09-29,Malware,113,1.1386908169042655
RUS,2024-09-29,Intrusion,113,2.567642251775636
RUS,2024-09-30,DDoS,101,1.7737413718259303
RUS,2024-09-30,Malware,101,3.566017925025007
RUS,2024-09-30,Intrusion,101,2.039312551761198
RUS,2024-10-01,DDoS,97,4.582759777066466
RUS,2024-10-01,Malware,97,2.189148817125306
RUS,2024-10-01,Intrusion,97,1.919975015852962
RUS,2024-10-02,DDoS,115,1.9621263407205949
RUS,2024-10-02,Malware,115,3.6895353731668146
RUS,2024-10-02,Intrusion,115,4.304258738193142
RUS,2024-10-03,DDoS,107,4.297401788997398
RUS,2024-10-03,Malware,107,2.5879686488298965
RUS,2024-10-03,Intrusion,107,1.6252678828354434
RUS,2024-10-04,DDoS,104,2.4418980205662155
RUS,2024-10-04,Malware,104,3.68508330091653
RUS,2024-10-04,Intrusion,104,2.0825757679270627
RUS,2024-10-05,DDoS,102,4.9703271819510535
RUS,2024-10-05,Malware,102,1.6248060317223971
RUS,2024-10-05,Intrusion,102,4.953683975853924
RUS,2024-10-06,DDoS,247,4.175272415632159
RUS,2024-10-06,Malware,247,3.6376918483279903
RUS,2024-10-06,Intrusion,247,3.311228201004339
RUS,2024-10-07,DDoS,114,2.1577580864779518
RUS,2024-10-07,Malware,114,2.870724849939508
RUS,2024-10-07,Intrusion,114,3.4775598774660077
RUS,2024-10-08,DDoS,96,2.709945816361072
RUS,2024-10-08,Malware,96,2.3211386700083376
RUS,2024-10-08,Intrusion,96,3.256927266738144
RUS,2024-10-09,DDoS,112,1.8061135120252514
RUS,2024-10-09,Malware,112,4.737732155013766
RUS,2024-10-09,Intrusion,112,3.7563506149929187
RUS,2024-10-10,DDoS,111,3.2247627705200466
RUS,2024-10-10,Malware,111,4.1180668056962535
RUS,2024-10-10,Intrusion,111,1.0648015893578688
RUS,2024-10-11,DDoS,102,1.160555436341466
RUS,2024-10-11,Malware,102,4.55965350545145
RUS,2024-10-11,Intrusion,102,4.967850988954574
RUS,2024-10-12,DDoS,105,1.8412742251431746
RUS,2024-10-12,Malware,105,4.061453455432163
RUS,2024-10-12,Intrusion,105,2.012105363681013
RUS,2024-10-13,DDoS,100,1.4113703686299068
RUS,2024-10-13,Malware,100,1.503820785517433
RUS,2024-10-13,Intrusion,100,4.916606220402462
RUS,2024-10-14,DDoS,116,4.387548897715812
RUS,2024-10-14,Malware,116,2.297317509406072
RUS,2024-10-14,Intrusion,116,3.7059349980824177
RUS,2024-10-15,DDoS,98,3.412600480491788
RUS,2024-10-15,Malware,98,3.7301298381508863
RUS,2024-10-15,Intrusion,98,3.3014366925163943
RUS,2024-10-16,DDoS,108,2.1036907775221874
RUS,2024-10-16,Malware,108,4.074325323652808
RUS,2024-10-16,Intrusion,108,1.9050897200127448
RUS,2024-10-17,DDoS,114,1.9333312905973066
RUS,2024-10-17,Malware,114,3.5013206798178156
RUS,2024-10-17,Intrusion,114,3.9883130685161157
RUS,2024-10-18,DDoS,115,1.2397732034452331
RUS,2024-10-18,Malware,115,1.5238949719766963
RUS,2024-10-18,Intrusion,115,3.423987869084102
RUS,2024-10-19,DDoS,113,1.1799872849416975
RUS,2024-10-19,Malware,113,3.936605036166585
RUS,2024-10-19,Intrusion,113,2.3652745838002085
RUS,2024-10-20,DDoS,112,4.7154381993822625
RUS,2024-10-20,Malware,112,2.327886018943382
RUS,2024-10-20,Intrusion,112,2.861347735757944
RUS,2024-10-21,DDoS,104,1.3263948800193535
RUS,2024-10-21,Malware,104,2.034366364539136
RUS,2024-10-21,Intrusion,104,1.1114089632842976
RUS,2024-10-22,DDoS,114,2.70559342720649
RUS,2024-10-22,Malware,114,3.192580810912088
RUS,2024-10-22,Intrusion,114,1.6985887435853182
RUS,2024-10-23,DDoS,97,3.6552978994109004
RUS,2024-10-23,Malware,97,4.8612108945216
RUS,2024-10-23,Intrusion,97,1.2016670944088368
RUS,2024-10-24,DDoS,97,3.307524805244834
RUS,2024-10-24,Malware,97,3.255678267022495
RUS,2024-10-24,Intrusion,97,3.0011141408310413
RUS,2024-10-25,DDoS,101,1.3595074069446427
RUS,2024-10-25,Malware,101,3.4036480226363444
RUS,2024-10-25,Intrusion,101,2.363834285742233
RUS,2024-10-26,DDoS,231,2.626362149437889
RUS,2024-10-26,Malware,231,1.5731258348105643
RUS,2024-10-26,Intrusion,231,3.858875334008144
RUS,2024-10-27,DDoS,111,3.1018812294235727
RUS,2024-10-27,Malware,111,3.79133114202068
RUS,2024-10-27,Intrusion,111,4.601056444808282
RUS,2024-10-28,DDoS,99,3.7054442714908964
RUS,2024-10-28,Malware,99,3.7185327295805743
RUS,2024-10-28,Intrusion,99,4.783698576128346
RUS,2024-10-29,DDoS,101,1.0044483767847496
RUS,2024-10-29,Malware,101,2.0878182375927947
RUS,2024-10-29,Intrusion,101,1.871565518506976
RUS,2024-10-30,DDoS,107,3.534846399062116
RUS,2024-10-30,Malware,107,3.3738455308188953
RUS,2024-10-30,Intrusion,107,1.0649737728378148
RUS,2024-10-31,DDoS,114,2.294121649941966
RUS,2024-10-31,Malware,114,3.6602239560265244
RUS,2024-10-31,Intrusion,114,3.2263137140086133
RUS,2024-11-01,DDoS,104,1.538305068416431
RUS,2024-11-01,Malware,104,1.3776755906419238
RUS,2024-11-01,Intrusion,104,4.326073332448894
RUS,2024-11-02,DDoS,212,3.5991521870571983
RUS,2024-11-02,Malware,212,1.4137364594419335
RUS,2024-11-02,Intrusion,212,2.608108867552963
RUS,2024-11-03,DDoS,112,4.119283536040273
RUS,2024-11-03,Malware,112,1.4728744891643544
RUS,2024-11-03,Intrusion,112,1.0001228753815297
RUS,2024-11-04,DDoS,118,2.4263847039448225
RUS,2024-11-04,Malware,118,2.017925326473041
RUS,2024-11-04,Intrusion,118,1.0515898791581018
RUS,2024-11-05,DDoS,115,4.404602941703927
RUS,2024-11-05,Malware,115,4.830526585090352
RUS,2024-11-05,Intrusion,115,3.262979802453157
RUS,2024-11-06,DDoS,109,1.3402255419569644
RUS,2024-11-06,Malware,109,3.195491206170399
RUS,2024-11-06,Intrusion,109,2.5199163158615785
RUS,2024-11-07,DDoS,105,2.554905391506187
RUS,2024-11-07,Malware,105,1.961196493801467
RUS,2024-11-07,Intrusion,105,1.379861100913506
RUS,2024-11-08,DDoS,108,1.3865793371510091
RUS,2024-11-08,Malware,108,1.7075878032959357
RUS,2024-11-08,Intrusion,108,4.949344634318184
RUS,2024-11-09,DDoS,117,3.127487066020066
RUS,2024-11-09,Malware,117,4.494474114948861
RUS,2024-11-09,Intrusion,117,4.982275601962751
RUS,2024-11-10,DDoS,98,4.249895284176686
RUS,2024-11-10,Malware,98,2.307764097346701
RUS,2024-11-10,Intrusion,98,2.2229758297891644
RUS,2024-11-11,DDoS,101,3.6900290506945965
RUS,2024-11-11,Malware,101,3.728766757020395
RUS,2024-11-11,Intrusion,101,2.2609577385978032
RUS,2024-11-12,DDoS,112,3.5295850258620343
RUS,2024-11-12,Malware,112,1.513303448755058
RUS,2024-11-12,Intrusion,112,3.3139700329173203
RUS,2024-11-13,DDoS,119,3.8024459855778066
RUS,2024-11-13,Malware,119,4.013888442638387
RUS,2024-11-13,Intrusion,119,4.491437686262659
RUS,2024-11-14,DDoS,105,3.9209967581182847
RUS,2024-11-14,Malware,105,3.476690941463347
RUS,2024-11-14,Intrusion,105,1.7465597591907303
RUS,2024-11-15,DDoS,105,2.138165542707735
RUS,2024-11-15,Malware,105,2.7721348253504776
RUS,2024-11-15,Intrusion,105,3.468423777714625
RUS,2024-11-16,DDoS,105,1.7849828668246626
RUS,2024-11-16,Malware,105,1.5021991595939084
RUS,2024-11-16,Intrusion,105,4.85391978989731
RUS,2024-11-17,DDoS,116,2.9139642804287567
RUS,2024-11-17,Malware,116,3.3422549151732075
RUS,2024-11-17,Intrusion,116,3.165497683629753
RUS,2024-11-18,DDoS,111,1.2281076560144775
RUS,2024-11-18,Malware,111,1.4219337098441427
RUS,2024-11-18,Intrusion,111,3.34235073549045
RUS,2024-11-19,DDoS,120,1.934963168146977
RUS,2024-11-19,Malware,120,3.5510965673823662
RUS,2024-11-19,Intrusion,120,4.2802700082225975
RUS,2024-11-20,DDoS,98,2.9925197741921696
RUS,2024-11-20,Malware,98,3.757241648410761
RUS,2024-11-20,Intrusion,98,2.0092477082787483
RUS,2024-11-21,DDoS,102,3.4545516119575352
RUS,2024-11-21,Malware,102,4.591741173774947
RUS,2024-11-21,Intrusion,102,4.239697681211597
RUS,2024-11-22,DDoS,116,3.920886871028997
RUS,2024-11-22,Malware,116,2.4592898808311947
RUS,2024-11-22,Intrusion,116,3.563862112395031
RUS,2024-11-23,DDoS,116,1.7597445458302436
RUS,2024-11-23,Malware,116,3.8069530955090287
RUS,2024-11-23,Intrusion,116,3.225858549395288
RUS,2024-11-24,DDoS,101,4.645356760314523
RUS,2024-11-24,Malware,101,1.083736471306933
RUS,2024-11-24,Intrusion,101,2.263092604997984
RUS,2024-11-25,DDoS,110,4.066109264886508
RUS,2024-11-25,Malware,110,3.8084298164551704
RUS,2024-11-25,Intrusion,110,2.325408874945268
RUS,2024-11-26,DDoS,107,2.5837489047837994
RUS,2024-11-26,Malware,107,4.025015165689737
RUS,2024-11-26,Intrusion,107,2.8167346509468243
RUS,2024-11-27,DDoS,106,4.738919661953204
RUS,2024-11-27,Malware,106,2.003516399562801
RUS,2024-11-27,Intrusion,106,1.4817893599862617
RUS,2024-11-28,DDoS,119,4.877287249136716
RUS,2024-11-28,Malware,119,2.5113568549087466
RUS,2024-11-28,Intrusion,119,1.248147054515126
RUS,2024-11-29,DDoS,111,3.0237266172782338
RUS,2024-11-29,Malware,111,1.6476920265288548
RUS,2024-11-29,Intrusion,111,3.632408872225968
RUS,2024-11-30,DDoS,225,2.8069579039257753
RUS,2024-11-30,Malware,225,2.4189142269208506
RUS,2024-11-30,Intrusion,225,2.6028166673378665
RUS,2024-12-01,DDoS,118,4.533094405704896
RUS,2024-12-01,Malware,118,2.659302622085408
RUS,2024-12-01,Intrusion,118,2.5490976456993653
RUS,2024-12-02,DDoS,107,2.768133683724494
RUS,2024-12-02,Malware,107,3.592933875231384
RUS,2024-12-02,Intrusion,107,1.24578516052315
RUS,2024-12-03,DDoS,103,4.76201581151761
RUS,2024-12-03,Malware,103,3.595061544637544
RUS,2024-12-03,Intrusion,103,4.8182637154352435
RUS,2024-12-04,DDoS,118,2.9096647579214148
RUS,2024-12-04,Malware,118,3.407226935781789
RUS,2024-12-04,Intrusion,118,3.3269465896847468
RUS,2024-12-05,DDoS,114,2.3523376374650455
RUS,2024-12-05,Malware,114,1.5072960902016752
RUS,2024-12-05,Intrusion,114,2.5669698022491128
RUS,2024-12-06,DDoS,104,3.9374627059688736
RUS,2024-12-06,Malware,104,1.83532374197836
RUS,2024-12-06,Intrusion,104,1.2342612211381354
RUS,2024-12-07,DDoS,112,3.3809189308776064
RUS,2024-12-07,Malware,112,4.487652245122022
RUS,2024-12-07,Intrusion,112,3.3079264496707275
RUS,2024-12-08,DDoS,105,4.212047526105282
RUS,2024-12-08,Malware,105,3.1611155727496842
RUS,2024-12-08,Intrusion,105,1.317121138524767
RUS,2024-12-09,DDoS,120,4.632074181686649
RUS,2024-12-09,Malware,120,2.585250501992882
RUS,2024-12-09,Intrusion,120,2.1853032075992003
RUS,2024-12-10,DDoS,99,1.6057820877414293
RUS,2024-12-10,Malware,99,2.7310859373672756
RUS,2024-12-10,Intrusion,99,3.382719296646118
RUS,2024-12-11,DDoS,112,4.758274356100663
RUS,2024-12-11,Malware,112,4.020534469780784
RUS,2024-12-11,Intrusion,112,3.3464956731346507
RUS,2024-12-12,DDoS,112,1.3207470272484532
RUS,2024-12-12,Malware,112,2.9073555109324976
RUS,2024-12-12,Intrusion,112,3.5203725074466536
RUS,2024-12-13,DDoS,102,4.13387824019707
RUS,2024-12-13,Malware,102,2.1082769988535985
RUS,2024-12-13,Intrusion,102,4.763520678236818
RUS,2024-12-14,DDoS,120,4.500534474484608
RUS,2024-12-14,Malware,120,4.883760998418474
RUS,2024-12-14,Intrusion,120,1.7086140928905023
RUS,2024-12-15,DDoS,120,1.1611420751119939
RUS,2024-12-15,Malware,120,2.62169130055662
RUS,2024-12-15,Intrusion,120,3.065133196790696
RUS,2024-12-16,DDoS,110,4.743748992994238
RUS,2024-12-16,Malware,110,3.6890027491767787
RUS,2024-12-16,Intrusion,110,2.925111804876948
RUS,2024-12-17,DDoS,100,4.802131283817635
RUS,2024-12-17,Malware,100,1.0882645947291634
RUS,2024-12-17,Intrusion,100,4.930085089024155
RUS,2024-12-18,DDoS,108,4.257547117075045
RUS,2024-12-18,Malware,108,2.12133901020565
RUS,2024-12-18,Intrusion,108,1.528718631015487
RUS,2024-12-19,DDoS,109,3.575826317790454
RUS,2024-12-19,Malware,109,2.5238073800939
RUS,2024-12-19,Intrusion,109,1.2182616331307958
RUS,2024-12-20,DDoS,103,4.609613104442699
RUS,2024-12-20,Malware,103,2.532861463789007
RUS,2024-12-20,Intrusion,103,1.8653311105233081
RUS,2024-12-21,DDoS,99,1.1934508441951235
RUS,2024-12-21,Malware,99,4.281950337921099
RUS,2024-12-21,Intrusion,99,4.3053632438007465
RUS,2024-12-22,DDoS,116,2.412411555753558
RUS,2024-12-22,Malware,116,4.199133457783134
RUS,2024-12-22,Intrusion,116,3.2187480991534687
RUS,2024-12-23,DDoS,113,3.5258351703320825
RUS,2024-12-23,Malware,113,4.13762189285119
RUS,2024-12-23,Intrusion,113,3.39425197287104
RUS,2024-12-24,DDoS,120,4.83178343970455
RUS,2024-12-24,Malware,120,3.164455299515379
RUS,2024-12-24,Intrusion,120,3.4203580741621535
RUS,2024-12-25,DDoS,109,3.502603157709106
RUS,2024-12-25,Malware,109,3.2864305979317754
RUS,2024-12-25,Intrusion,109,1.7393535917880998
RUS,2024-12-26,DDoS,123,3.4174372788590843
RUS,2024-12-26,Malware,123,4.054769077401282
RUS,2024-12-26,Intrusion,123,3.093605483688033
RUS,2024-12-27,DDoS,114,3.6660879067721397
RUS,2024-12-27,Malware,114,1.320422906438409
RUS,2024-12-27,Intrusion,114,2.7673348192078184
RUS,2024-12-28,DDoS,109,1.7378362042395334
RUS,2024-12-28,Malware,109,1.8091757966328146
RUS,2024-12-28,Intrusion,109,2.5468282281759116
RUS,2024-12-29,DDoS,110,2.5911737637163927
RUS,2024-12-29,Malware,110,3.0468297884588034
RUS,2024-12-29,Intrusion,110,2.933177139865301
RUS,2024-12-30,DDoS,100,4.3565864322830095
RUS,2024-12-30,Malware,100,1.5813067696820164
RUS,2024-12-30,Intrusion,100,3.022786975125496
UKR,2024-01-01,DDoS,53,1.284622715511639
UKR,2024-01-01,Malware,53,3.2954633987083852
UKR,2024-01-01,Intrusion,53,3.264073699551284
UKR,2024-01-02,DDoS,53,3.2314947026402927
UKR,2024-01-02,Malware,53,4.839164081619401
UKR,2024-01-02,Intrusion,53,1.194779393599719
UKR,2024-01-03,DDoS,53,1.1762634462815256
UKR,2024-01-03,Malware,53,1.74110740133416
